"age","ageMarried","monthsSinceM","pregnancies","children","sons","region","literacy"
42,"22to25",229,4,4,1,"lt10k","no"
43,"30toInf",83,0,0,0,"lt10k","yes"
38,"25to30",148,2,3,2,"lt10k","yes"
37,"22to25",169,2,2,1,"lt10k","yes"
36,"22to25",144,4,4,0,"lt10k","yes"
23,"20to22",37,2,2,0,"lt10k","yes"
46,"22to25",261,5,5,3,"lt10k","yes"
30,"25to30",52,2,1,1,"lt10k","yes"
33,"22to25",126,2,2,0,"lt10k","yes"
35,"22to25",160,4,4,3,"lt10k","yes"
45,"20to22",300,1,1,0,"lt10k","yes"
48,"18to20",360,5,5,3,"lt10k","yes"
49,"25to30",273,3,3,2,"lt10k","yes"
39,"15to18",281,6,6,3,"lt10k","yes"
32,"22to25",99,3,3,2,"lt10k","yes"
28,"25to30",21,1,1,0,"lt10k","yes"
44,"30toInf",92,3,2,0,"lt10k","yes"
44,"22to25",178,2,2,1,"lt10k","yes"
33,"30toInf",12,1,1,1,"lt10k","yes"
31,"18to20",92,4,4,2,"lt10k","yes"
46,"20to22",107,3,3,2,"lt10k","no"
40,"15to18",190,0,0,0,"lt10k","yes"
31,"20to22",116,1,1,0,"lt10k","yes"
20,"18to20",6,0,0,0,"lt10k","yes"
24,"18to20",63,3,3,2,"lt10k","yes"
31,"15to18",191,5,5,0,"lt10k","no"
40,"22to25",198,5,5,2,"lt10k","yes"
49,"22to25",272,7,7,5,"lt10k","no"
34,"15to18",190,3,3,1,"lt10k","no"
36,"20to22",185,3,3,2,"lt10k","yes"
46,"15to18",314,10,10,7,"10-20k","no"
34,"0to15",245,4,5,3,"10-20k","no"
39,"20to22",223,5,5,0,"10-20k","yes"
23,"20to22",27,1,1,0,"10-20k","yes"
37,"20to22",202,2,2,2,"10-20k","yes"
44,"22to25",265,2,2,1,"10-20k","no"
28,"22to25",58,2,2,1,"10-20k","yes"
28,"20to22",99,2,2,0,"10-20k","yes"
30,"25to30",45,2,1,1,"10-20k","yes"
26,"18to20",92,2,2,1,"10-20k","yes"
26,"22to25",50,1,1,0,"10-20k","yes"
45,"25to30",213,5,5,2,"10-20k","yes"
28,"22to25",58,2,2,1,"10-20k","yes"
36,"25to30",130,2,2,1,"10-20k","yes"
39,"22to25",77,2,2,1,"10-20k","yes"
44,"25to30",163,5,5,1,"10-20k","yes"
35,"25to30",114,2,3,1,"10-20k","yes"
31,"25to30",31,2,2,1,"10-20k","yes"
30,"22to25",99,2,2,0,"10-20k","yes"
32,"22to25",106,2,2,0,"10-20k","yes"
36,"25to30",137,2,2,2,"10-20k","yes"
47,"22to25",167,7,7,3,"10-20k","yes"
31,"22to25",77,2,1,0,"lt10k","yes"
34,"22to25",113,2,2,0,"lt10k","yes"
33,"20to22",142,6,6,5,"lt10k","yes"
44,"22to25",258,2,2,1,"lt10k","yes"
43,"18to20",290,1,1,0,"lt10k","yes"
38,"20to22",216,4,4,3,"lt10k","yes"
43,"25to30",169,3,3,2,"lt10k","yes"
42,"25to30",169,5,6,4,"lt10k","no"
20,"15to18",27,1,1,0,"lt10k","yes"
31,"25to30",81,1,1,1,"lt10k","no"
46,"22to25",283,2,2,1,"lt10k","no"
47,"20to22",307,5,5,1,"lt10k","yes"
33,"18to20",173,4,4,0,"lt10k","yes"
42,"20to22",260,3,3,1,"lt10k","yes"
42,"22to25",235,2,2,0,"lt10k","yes"
39,"20to22",236,2,2,2,"lt10k","no"
45,"18to20",307,6,6,3,"lt10k","yes"
43,"20to22",272,5,5,4,"lt10k","yes"
38,"15to18",284,7,7,1,"lt10k","no"
40,"25to30",166,3,3,2,"lt10k","no"
27,"20to22",72,2,2,0,"lt10k","yes"
28,"20to22",95,3,3,2,"lt10k","yes"
44,"15to18",339,5,5,2,"lt10k","no"
24,"18to20",69,2,1,1,"lt10k","yes"
45,"25to30",223,3,3,2,"lt10k","yes"
23,"20to22",23,1,1,1,"lt10k","yes"
46,"15to18",359,11,11,6,"lt10k","no"
42,"22to25",244,2,2,1,"lt10k","yes"
45,"15to18",339,2,2,1,"lt10k","no"
38,"25to30",97,2,2,1,"lt10k","yes"
43,"18to20",289,3,3,1,"lt10k","yes"
42,"30toInf",145,3,3,3,"lt10k","yes"
32,"25to30",77,3,3,3,"lt10k","yes"
40,"0to15",312,7,7,3,"lt10k","no"
40,"30toInf",121,2,2,0,"lt10k","yes"
38,"18to20",226,4,4,1,"lt10k","no"
40,"20to22",231,7,7,4,"lt10k","no"
44,"18to20",293,7,8,4,"lt10k","no"
49,"18to20",351,3,3,1,"lt10k","no"
38,"15to18",244,6,6,4,"lt10k","no"
44,"25to30",193,2,2,1,"lt10k","yes"
42,"25to30",191,6,6,1,"lt10k","yes"
46,"20to22",320,2,2,1,"lt10k","yes"
26,"15to18",109,2,2,0,"lt10k","yes"
31,"22to25",91,2,2,0,"lt10k","yes"
26,"18to20",86,2,2,1,"lt10k","yes"
22,"15to18",57,3,2,0,"lt10k","yes"
48,"25to30",225,7,7,4,"lt10k","yes"
22,"18to20",38,2,3,2,"lt10k","yes"
19,"15to18",27,1,1,1,"lt10k","yes"
45,"15to18",333,8,8,4,"lt10k","no"
39,"30toInf",96,3,3,2,"lt10k","yes"
49,"20to22",339,2,2,1,"lt10k","yes"
33,"25to30",102,3,3,2,"lt10k","yes"
24,"18to20",80,3,3,3,"lt10k","yes"
36,"22to25",148,3,3,2,"lt10k","yes"
37,"25to30",148,5,5,3,"lt10k","yes"
42,"25to30",200,2,2,1,"lt10k","yes"
43,"20to22",268,10,10,1,"lt10k","yes"
25,"18to20",73,2,2,0,"lt10k","yes"
25,"22to25",7,0,0,0,"lt10k","no"
30,"22to25",78,2,2,1,"lt10k","yes"
49,"30toInf",169,2,2,2,"lt10k","no"
49,"22to25",323,5,6,2,"lt10k","no"
32,"25to30",33,1,1,1,"lt10k","yes"
48,"25to30",238,5,5,4,"lt10k","yes"
46,"18to20",230,9,9,5,"lt10k","no"
45,"18to20",313,9,9,5,"lt10k","yes"
33,"25to30",77,1,1,1,"lt10k","yes"
42,"15to18",301,2,2,0,"lt10k","yes"
23,"22to25",21,1,1,0,"lt10k","yes"
43,"25to30",214,7,7,2,"lt10k","no"
44,"18to20",310,8,8,5,"lt10k","yes"
30,"22to25",77,2,2,2,"lt10k","yes"
33,"15to18",195,5,5,3,"lt10k","yes"
37,"22to25",168,4,4,2,"lt10k","yes"
44,"30toInf",6,1,1,0,"lt10k","no"
41,"18to20",255,5,5,4,"lt10k","no"
42,"22to25",222,4,4,0,"lt10k","yes"
23,"20to22",39,1,1,1,"lt10k","yes"
23,"20to22",28,2,2,0,"lt10k","yes"
37,"18to20",216,4,4,3,"lt10k","yes"
42,"25to30",184,3,3,1,"lt10k","yes"
44,"20to22",268,4,4,1,"lt10k","no"
45,"25to30",211,2,2,1,"lt10k","no"
48,"25to30",268,4,4,2,"lt10k","no"
37,"22to25",181,4,4,1,"lt10k","yes"
23,"18to20",47,2,1,1,"lt10k","yes"
35,"15to18",219,8,8,5,"lt10k","yes"
17,"15to18",5,1,0,0,"lt10k","yes"
39,"22to25",198,8,8,6,"lt10k","yes"
24,"22to25",31,1,1,0,"lt10k","yes"
47,"30toInf",168,3,3,2,"lt10k","yes"
44,"30toInf",170,5,5,4,"lt10k","no"
25,"20to22",47,2,2,0,"lt10k","yes"
45,"30toInf",165,4,4,3,"lt10k","yes"
38,"22to25",191,4,4,4,"lt10k","yes"
41,"18to20",276,8,8,3,"lt10k","yes"
29,"25to30",48,3,3,2,"lt10k","yes"
43,"18to20",299,4,4,2,"lt10k","yes"
32,"22to25",115,2,2,2,"lt10k","yes"
30,"20to22",126,3,3,3,"lt10k","yes"
29,"18to20",114,4,4,1,"lt10k","yes"
28,"18to20",126,6,6,2,"lt10k","yes"
25,"20to22",39,1,1,0,"lt10k","yes"
31,"22to25",110,2,2,0,"lt10k","yes"
28,"18to20",111,7,7,4,"lt10k","yes"
48,"20to22",329,7,7,5,"lt10k","no"
42,"20to22",260,7,7,2,"lt10k","yes"
27,"18to20",103,3,3,0,"lt10k","yes"
48,"25to30",263,5,5,1,"lt10k","yes"
49,"20to22",343,9,9,2,"lt10k","yes"
45,"18to20",226,8,8,3,"lt10k","no"
42,"22to25",236,7,7,3,"lt10k","no"
42,"20to22",204,3,3,2,"lt10k","no"
27,"15to18",114,0,0,0,"lt10k","no"
46,"30toInf",171,0,0,0,"lt10k","no"
30,"20to22",125,3,3,2,"lt10k","yes"
43,"22to25",236,5,5,4,"lt10k","yes"
47,"22to25",293,9,10,6,"lt10k","yes"
48,"20to22",337,4,4,2,"lt10k","yes"
31,"22to25",92,2,2,0,"lt10k","yes"
40,"22to25",185,2,2,2,"lt10k","yes"
40,"22to25",212,3,3,3,"lt10k","yes"
46,"25to30",237,2,2,0,"lt10k","yes"
37,"22to25",179,1,1,1,"lt10k","yes"
24,"22to25",10,0,0,0,"lt10k","yes"
31,"20to22",118,1,1,0,"lt10k","yes"
21,"20to22",5,0,0,0,"lt10k","yes"
25,"18to20",69,1,1,1,"lt10k","yes"
32,"20to22",140,2,2,0,"lt10k","no"
28,"25to30",32,0,0,0,"lt10k","yes"
29,"25to30",15,1,1,0,"lt10k","yes"
43,"20to22",283,0,0,0,"lt10k","yes"
23,"18to20",68,3,3,1,"lt10k","yes"
44,"18to20",311,2,2,0,"lt10k","yes"
22,"15to18",57,2,2,1,"lt10k","yes"
47,"30toInf",127,0,0,0,"lt10k","yes"
31,"22to25",112,3,3,2,"lt10k","yes"
48,"25to30",267,1,1,1,"lt10k","yes"
25,"15to18",93,3,3,3,"lt10k","yes"
42,"30toInf",134,4,3,1,"lt10k","no"
30,"25to30",49,1,1,0,"lt10k","yes"
30,"20to22",113,2,2,2,"lt10k","yes"
40,"20to22",234,1,1,0,"lt10k","yes"
43,"20to22",253,2,2,0,"lt10k","no"
36,"22to25",164,2,2,2,"lt10k","yes"
25,"18to20",70,2,1,0,"lt10k","yes"
48,"22to25",302,3,3,1,"lt10k","no"
32,"15to18",181,7,7,5,"lt10k","yes"
25,"20to22",49,1,0,0,"lt10k","yes"
25,"15to18",88,3,3,2,"lt10k","yes"
26,"20to22",57,3,3,0,"lt10k","yes"
26,"15to18",107,5,5,4,"lt10k","yes"
43,"22to25",83,4,4,4,"lt10k","no"
47,"0to15",397,7,7,6,"lt10k","yes"
35,"15to18",215,7,7,4,"lt10k","yes"
26,"22to25",57,1,1,0,"lt10k","yes"
28,"22to25",58,2,1,1,"lt10k","yes"
49,"22to25",320,7,7,4,"lt10k","yes"
46,"18to20",338,9,9,5,"lt10k","yes"
35,"22to25",124,4,4,2,"lt10k","yes"
23,"18to20",56,3,3,1,"lt10k","yes"
26,"22to25",31,1,1,0,"lt10k","no"
44,"18to20",304,9,9,3,"lt10k","no"
38,"18to20",234,4,4,3,"lt10k","yes"
22,"20to22",31,3,3,2,"lt10k","yes"
37,"18to20",221,5,5,2,"lt10k","no"
39,"15to18",279,7,8,5,"lt10k","no"
46,"20to22",315,3,3,2,"lt10k","no"
32,"25to30",89,3,3,0,"lt10k","yes"
21,"18to20",34,1,1,1,"lt10k","no"
48,"20to22",335,5,5,2,"lt10k","no"
24,"20to22",34,1,1,0,"lt10k","yes"
31,"15to18",190,10,10,5,"lt10k","yes"
39,"15to18",278,5,5,2,"lt10k","no"
30,"15to18",157,5,5,5,"lt10k","no"
37,"18to20",214,3,3,1,"lt10k","yes"
46,"20to22",305,3,3,1,"lt10k","yes"
19,"18to20",9,1,0,0,"lt10k","yes"
21,"15to18",77,2,2,1,"lt10k","yes"
36,"15to18",237,3,3,1,"lt10k","no"
23,"18to20",69,2,2,0,"lt10k","yes"
24,"18to20",59,1,1,1,"lt10k","yes"
43,"20to22",211,8,8,4,"lt10k","no"
49,"25to30",292,4,4,2,"lt10k","yes"
44,"22to25",246,3,3,1,"lt10k","yes"
29,"22to25",77,2,2,1,"lt10k","yes"
35,"20to22",162,3,3,0,"lt10k","yes"
49,"22to25",306,6,6,3,"lt10k","yes"
25,"22to25",33,1,1,1,"lt10k","yes"
44,"30toInf",135,4,4,3,"lt10k","yes"
26,"20to22",55,1,1,0,"lt10k","yes"
35,"22to25",143,3,3,0,"lt10k","yes"
46,"18to20",331,11,11,7,"lt10k","yes"
29,"18to20",118,2,2,1,"lt10k","yes"
40,"22to25",213,4,4,2,"lt10k","no"
48,"25to30",278,3,3,0,"lt10k","yes"
45,"22to25",265,3,3,2,"lt10k","no"
44,"20to22",288,5,5,4,"lt10k","yes"
41,"22to25",225,7,7,5,"lt10k","no"
33,"22to25",125,2,2,1,"lt10k","yes"
45,"20to22",303,5,5,4,"lt10k","no"
41,"25to30",177,5,5,4,"lt10k","yes"
31,"18to20",160,5,5,2,"lt10k","yes"
30,"25to30",65,3,3,3,"lt10k","yes"
35,"25to30",93,2,2,2,"lt10k","yes"
31,"22to25",82,1,1,1,"lt10k","yes"
29,"22to25",85,2,2,1,"lt10k","yes"
46,"25to30",196,5,5,1,"lt10k","yes"
32,"20to22",135,3,3,2,"lt10k","yes"
47,"20to22",311,1,1,1,"lt10k","yes"
44,"22to25",241,7,7,4,"lt10k","no"
44,"22to25",246,3,3,2,"lt10k","yes"
20,"18to20",21,2,2,1,"lt10k","yes"
21,"15to18",51,2,2,0,"lt10k","yes"
26,"22to25",41,2,2,0,"lt10k","yes"
40,"20to22",224,6,6,4,"lt10k","no"
27,"22to25",48,2,2,0,"lt10k","no"
49,"20to22",356,3,3,1,"lt10k","no"
34,"22to25",129,1,1,0,"lt10k","yes"
29,"22to25",69,2,2,2,"lt10k","yes"
44,"25to30",225,2,2,0,"lt10k","yes"
23,"18to20",61,1,1,0,"lt10k","yes"
47,"22to25",162,1,1,0,"lt10k","yes"
47,"30toInf",207,1,1,1,"lt10k","yes"
35,"20to22",161,4,4,2,"lt10k","yes"
25,"20to22",56,2,2,1,"lt10k","yes"
45,"20to22",303,3,3,1,"lt10k","yes"
39,"18to20",237,2,2,2,"lt10k","yes"
46,"30toInf",174,2,2,1,"lt10k","yes"
38,"22to25",193,3,3,1,"lt10k","yes"
36,"22to25",167,1,1,1,"lt10k","yes"
34,"30toInf",32,0,0,0,"lt10k","yes"
45,"25to30",239,2,2,1,"lt10k","no"
44,"22to25",241,3,3,2,"lt10k","yes"
35,"20to22",187,5,5,2,"lt10k","yes"
41,"20to22",231,2,2,1,"lt10k","yes"
42,"25to30",200,5,5,4,"lt10k","yes"
29,"25to30",11,1,0,0,"lt10k","yes"
24,"15to18",78,3,3,2,"lt10k","no"
44,"22to25",239,1,1,0,"lt10k","yes"
41,"20to22",233,4,4,2,"lt10k","yes"
23,"20to22",37,2,2,0,"lt10k","yes"
46,"18to20",330,8,8,4,"lt10k","no"
43,"25to30",57,2,3,1,"lt10k","yes"
29,"22to25",74,2,2,0,"lt10k","yes"
46,"22to25",258,2,2,1,"lt10k","no"
29,"18to20",136,2,2,1,"lt10k","yes"
25,"18to20",60,2,3,0,"lt10k","yes"
45,"30toInf",178,1,1,0,"lt10k","yes"
41,"30toInf",122,4,4,2,"lt10k","yes"
40,"25to30",120,2,2,1,"lt10k","no"
39,"25to30",114,1,1,1,"lt10k","no"
22,"20to22",28,1,1,0,"lt10k","yes"
45,"20to22",296,3,3,0,"lt10k","yes"
42,"22to25",242,4,4,3,"lt10k","yes"
44,"25to30",230,3,3,0,"lt10k","yes"
25,"22to25",13,1,1,1,"lt10k","yes"
39,"18to20",257,4,4,1,"lt10k","yes"
47,"22to25",307,3,3,2,"lt10k","no"
41,"20to22",232,1,1,1,"lt10k","yes"
34,"20to22",177,1,1,1,"lt10k","yes"
46,"18to20",327,4,4,1,"lt10k","yes"
27,"20to22",62,1,1,1,"lt10k","yes"
29,"18to20",133,2,2,0,"lt10k","yes"
42,"20to22",262,2,2,1,"lt10k","yes"
48,"15to18",340,6,6,3,"lt10k","yes"
26,"20to22",60,1,1,0,"lt10k","yes"
45,"25to30",236,3,3,2,"lt10k","yes"
41,"20to22",233,2,2,1,"lt10k","yes"
35,"25to30",121,2,2,0,"lt10k","yes"
43,"20to22",278,2,2,2,"lt10k","yes"
49,"25to30",283,2,2,1,"lt10k","yes"
43,"25to30",171,3,3,1,"lt10k","yes"
31,"15to18",168,4,4,2,"lt10k","yes"
35,"20to22",177,3,3,2,"lt10k","yes"
36,"20to22",196,3,3,2,"lt10k","yes"
37,"15to18",237,2,2,1,"lt10k","yes"
25,"15to18",93,4,4,1,"lt10k","yes"
22,"20to22",10,0,0,0,"lt10k","yes"
42,"25to30",182,2,2,2,"lt10k","no"
23,"20to22",25,1,1,0,"lt10k","yes"
44,"18to20",318,3,3,3,"lt10k","no"
44,"15to18",88,1,1,1,"lt10k","yes"
38,"18to20",218,1,1,1,"lt10k","yes"
46,"20to22",309,0,0,0,"lt10k","no"
48,"25to30",259,1,1,1,"lt10k","yes"
45,"25to30",244,6,6,4,"lt10k","no"
45,"20to22",288,3,3,0,"lt10k","yes"
41,"22to25",223,1,1,0,"lt10k","yes"
47,"18to20",253,3,3,2,"lt10k","yes"
41,"20to22",251,2,2,1,"lt10k","no"
46,"25to30",242,0,0,0,"lt10k","yes"
37,"20to22",190,2,2,2,"lt10k","yes"
48,"15to18",380,3,3,2,"lt10k","no"
34,"20to22",174,1,1,0,"lt10k","yes"
34,"22to25",118,2,2,2,"lt10k","yes"
46,"18to20",336,2,2,1,"lt10k","no"
16,"15to18",10,1,1,0,"lt10k","yes"
29,"22to25",74,1,1,0,"lt10k","yes"
33,"22to25",128,0,0,0,"lt10k","yes"
45,"20to22",296,2,2,1,"lt10k","no"
25,"22to25",34,1,1,1,"lt10k","yes"
49,"15to18",398,6,6,3,"lt10k","yes"
42,"18to20",297,7,7,4,"lt10k","no"
49,"18to20",358,2,2,2,"lt10k","yes"
46,"30toInf",58,0,0,0,"lt10k","yes"
36,"22to25",153,2,2,2,"lt10k","no"
36,"25to30",80,1,1,1,"lt10k","yes"
47,"18to20",333,1,1,0,"lt10k","yes"
42,"22to25",249,2,2,2,"lt10k","yes"
45,"20to22",302,1,1,1,"lt10k","yes"
47,"18to20",345,2,2,0,"lt10k","no"
19,"18to20",10,0,0,0,"lt10k","yes"
36,"22to25",164,3,3,3,"lt10k","yes"
32,"25to30",86,2,2,1,"lt10k","yes"
41,"22to25",217,3,3,2,"lt10k","yes"
37,"30toInf",80,1,1,0,"lt10k","yes"
26,"18to20",93,2,2,2,"lt10k","yes"
38,"18to20",225,1,1,1,"lt10k","yes"
40,"20to22",242,4,4,2,"lt10k","no"
46,"22to25",266,2,2,1,"lt10k","no"
49,"25to30",261,2,2,1,"lt10k","yes"
36,"20to22",177,2,2,1,"lt10k","yes"
41,"22to25",202,2,2,2,"lt10k","yes"
34,"22to25",140,1,1,0,"lt10k","yes"
35,"22to25",161,2,2,2,"10-20k","yes"
29,"22to25",81,2,1,1,"10-20k","yes"
34,"18to20",179,2,2,1,"10-20k","yes"
37,"25to30",104,2,2,0,"10-20k","yes"
46,"18to20",333,3,3,1,"10-20k","no"
27,"20to22",89,1,1,0,"10-20k","yes"
38,"22to25",161,1,1,0,"10-20k","yes"
43,"25to30",204,1,1,0,"10-20k","yes"
29,"22to25",74,1,1,1,"lt10k","yes"
24,"18to20",70,2,2,1,"10-20k","yes"
20,"18to20",15,0,0,0,"lt10k","yes"
47,"30toInf",200,2,2,1,"10-20k","no"
22,"20to22",25,1,1,0,"10-20k","yes"
32,"22to25",128,1,1,1,"10-20k","yes"
49,"22to25",305,2,2,1,"10-20k","yes"
31,"25to30",68,3,3,2,"lt10k","yes"
34,"18to20",181,2,2,1,"lt10k","yes"
38,"18to20",230,4,4,2,"lt10k","yes"
27,"20to22",87,1,1,1,"lt10k","yes"
48,"18to20",359,2,2,1,"lt10k","no"
20,"18to20",12,1,1,1,"lt10k","yes"
25,"18to20",70,2,2,0,"lt10k","yes"
25,"15to18",89,3,3,2,"lt10k","yes"
45,"15to18",355,4,4,2,"lt10k","no"
42,"30toInf",121,2,2,0,"lt10k","yes"
21,"15to18",54,2,2,1,"lt10k","yes"
18,"0to15",46,3,3,1,"lt10k","yes"
33,"25to30",83,3,3,1,"lt10k","yes"
43,"22to25",236,2,2,1,"lt10k","no"
49,"25to30",249,2,2,0,"lt10k","no"
18,"18to20",9,0,0,0,"lt10k","yes"
39,"20to22",223,2,2,2,"lt10k","yes"
28,"22to25",69,1,1,0,"lt10k","yes"
39,"25to30",176,2,2,2,"lt10k","yes"
39,"25to30",152,2,2,1,"lt10k","no"
40,"20to22",236,1,1,1,"lt10k","yes"
42,"22to25",241,1,1,1,"lt10k","yes"
40,"20to22",235,2,2,2,"lt10k","yes"
29,"22to25",93,1,1,0,"lt10k","yes"
37,"25to30",120,1,1,1,"20k+","yes"
46,"22to25",285,2,2,2,"20k+","yes"
35,"20to22",180,2,2,0,"20k+","yes"
45,"22to25",246,2,2,2,"20k+","yes"
45,"25to30",226,3,3,2,"20k+","yes"
45,"18to20",308,1,1,0,"20k+","yes"
40,"15to18",277,2,2,1,"20k+","yes"
24,"15to18",110,3,3,2,"20k+","yes"
39,"18to20",151,2,2,1,"20k+","yes"
25,"20to22",69,2,1,1,"20k+","yes"
24,"20to22",51,1,1,1,"20k+","yes"
30,"25to30",58,2,2,2,"20k+","yes"
29,"25to30",45,1,1,0,"20k+","yes"
26,"22to25",47,1,1,1,"20k+","yes"
25,"18to20",71,2,1,1,"20k+","yes"
27,"22to25",46,1,1,0,"20k+","yes"
39,"20to22",224,2,2,0,"20k+","yes"
21,"20to22",9,0,0,0,"20k+","yes"
24,"20to22",42,1,1,1,"20k+","yes"
18,"15to18",14,0,0,0,"20k+","yes"
33,"25to30",67,2,2,2,"20k+","yes"
31,"22to25",87,2,2,1,"20k+","yes"
43,"25to30",214,1,1,1,"20k+","yes"
26,"20to22",60,2,2,1,"20k+","yes"
30,"25to30",59,1,1,1,"20k+","yes"
46,"25to30",225,0,0,0,"20k+","yes"
27,"22to25",58,2,2,1,"20k+","yes"
26,"20to22",72,2,2,2,"20k+","yes"
48,"30toInf",173,1,1,1,"20k+","yes"
35,"22to25",149,1,1,1,"20k+","yes"
27,"22to25",54,2,1,1,"20k+","yes"
25,"20to22",58,3,2,1,"20k+","yes"
35,"25to30",91,2,2,2,"20k+","yes"
32,"20to22",144,4,4,2,"20k+","yes"
26,"22to25",34,1,1,1,"20k+","yes"
30,"25to30",33,4,4,3,"20k+","yes"
41,"25to30",177,2,2,2,"20k+","yes"
41,"25to30",162,1,1,1,"20k+","yes"
42,"20to22",269,5,5,0,"20k+","yes"
36,"25to30",116,2,2,2,"20k+","yes"
26,"22to25",57,1,1,1,"20k+","yes"
29,"22to25",80,1,1,0,"20k+","yes"
37,"25to30",143,2,2,0,"20k+","yes"
49,"30toInf",221,4,4,1,"20k+","yes"
38,"20to22",195,2,2,0,"20k+","yes"
34,"20to22",174,1,1,0,"20k+","yes"
34,"22to25",114,2,2,0,"20k+","yes"
40,"25to30",170,1,1,0,"20k+","yes"
35,"18to20",215,3,3,2,"20k+","yes"
47,"22to25",280,3,3,1,"20k+","yes"
48,"15to18",376,4,4,3,"20k+","yes"
17,"15to18",10,0,0,0,"20k+","yes"
37,"22to25",185,3,3,2,"20k+","yes"
36,"18to20",207,2,2,1,"20k+","yes"
43,"22to25",84,4,4,2,"20k+","yes"
36,"18to20",215,7,6,4,"20k+","no"
44,"20to22",275,2,2,1,"20k+","yes"
32,"15to18",188,2,2,2,"20k+","yes"
44,"18to20",301,2,2,1,"20k+","yes"
34,"18to20",195,2,2,0,"20k+","yes"
40,"18to20",261,6,6,3,"20k+","yes"
48,"25to30",281,3,3,1,"20k+","no"
36,"20to22",179,3,3,2,"20k+","yes"
33,"20to22",151,3,3,2,"20k+","yes"
37,"22to25",177,3,3,1,"20k+","no"
46,"20to22",298,1,1,0,"20k+","yes"
49,"15to18",382,3,3,0,"20k+","no"
21,"18to20",24,1,1,1,"20k+","yes"
40,"15to18",201,3,3,3,"20k+","yes"
48,"25to30",272,2,2,2,"20k+","no"
47,"22to25",293,3,3,0,"20k+","yes"
35,"22to25",139,3,3,1,"20k+","yes"
45,"22to25",245,3,3,3,"20k+","yes"
45,"20to22",297,2,2,2,"20k+","no"
34,"22to25",144,1,1,0,"20k+","yes"
40,"20to22",247,3,3,0,"20k+","yes"
41,"20to22",223,2,2,2,"20k+","yes"
23,"18to20",51,1,1,1,"20k+","yes"
34,"20to22",167,3,3,0,"20k+","yes"
34,"25to30",89,3,3,0,"lt10k","yes"
41,"22to25",157,1,1,1,"lt10k","yes"
43,"30toInf",36,0,0,0,"lt10k","no"
49,"25to30",288,1,1,1,"lt10k","no"
37,"15to18",236,0,0,0,"lt10k","yes"
38,"15to18",264,1,1,1,"lt10k","no"
34,"18to20",46,2,2,1,"lt10k","no"
24,"22to25",32,1,1,0,"lt10k","yes"
44,"18to20",206,1,1,0,"lt10k","yes"
48,"25to30",269,4,4,2,"lt10k","yes"
22,"20to22",22,2,2,1,"lt10k","yes"
43,"22to25",229,3,3,2,"lt10k","no"
33,"22to25",115,3,3,2,"lt10k","yes"
44,"20to22",279,3,3,1,"lt10k","no"
48,"25to30",238,1,1,1,"lt10k","yes"
36,"25to30",123,2,3,1,"lt10k","yes"
40,"20to22",236,2,2,1,"lt10k","yes"
44,"18to20",300,4,4,1,"lt10k","no"
21,"18to20",36,2,2,0,"lt10k","yes"
43,"20to22",282,4,4,3,"lt10k","yes"
23,"18to20",50,0,0,0,"lt10k","yes"
27,"25to30",20,1,1,1,"lt10k","yes"
32,"18to20",172,0,0,0,"lt10k","yes"
29,"22to25",63,1,1,0,"lt10k","no"
49,"22to25",297,1,1,1,"lt10k","yes"
34,"20to22",164,2,2,1,"lt10k","yes"
31,"22to25",102,3,3,1,"lt10k","yes"
39,"18to20",237,2,2,2,"lt10k","yes"
45,"25to30",227,2,2,1,"lt10k","yes"
27,"18to20",110,1,2,2,"lt10k","yes"
33,"18to20",179,5,5,3,"lt10k","yes"
43,"25to30",216,2,2,0,"lt10k","yes"
43,"22to25",246,5,5,4,"lt10k","yes"
22,"20to22",14,1,1,1,"lt10k","yes"
48,"30toInf",184,2,2,1,"lt10k","yes"
33,"30toInf",16,1,1,1,"lt10k","yes"
48,"18to20",356,2,2,1,"lt10k","yes"
27,"22to25",38,2,1,1,"lt10k","yes"
32,"22to25",117,3,3,1,"lt10k","yes"
24,"0to15",120,2,2,0,"lt10k","yes"
43,"22to25",237,2,2,2,"lt10k","yes"
44,"18to20",308,2,2,0,"lt10k","no"
21,"18to20",27,1,1,0,"lt10k","yes"
41,"22to25",223,2,2,1,"lt10k","yes"
23,"15to18",96,1,1,1,"lt10k","yes"
49,"22to25",322,2,2,0,"lt10k","yes"
25,"15to18",115,2,2,0,"lt10k","yes"
36,"18to20",197,1,1,0,"lt10k","yes"
47,"25to30",249,2,2,1,"lt10k","no"
38,"18to20",223,1,1,0,"lt10k","yes"
24,"18to20",74,1,1,0,"lt10k","yes"
38,"18to20",232,2,2,1,"lt10k","yes"
41,"15to18",297,4,4,3,"lt10k","yes"
46,"22to25",276,3,3,2,"lt10k","no"
28,"22to25",61,1,1,1,"lt10k","yes"
26,"18to20",87,2,2,2,"lt10k","yes"
22,"18to20",49,1,1,0,"lt10k","yes"
42,"20to22",215,7,7,5,"lt10k","yes"
43,"25to30",186,3,3,3,"lt10k","yes"
40,"18to20",244,9,10,4,"lt10k","no"
36,"25to30",111,3,3,2,"lt10k","yes"
43,"25to30",216,1,1,0,"lt10k","yes"
47,"25to30",266,3,3,2,"lt10k","yes"
25,"18to20",74,1,1,1,"lt10k","yes"
45,"22to25",272,2,2,0,"lt10k","no"
38,"20to22",213,2,2,2,"lt10k","yes"
22,"15to18",58,2,2,2,"lt10k","yes"
48,"25to30",251,3,3,2,"lt10k","yes"
