"age","ageMarried","monthsSinceM","pregnancies","children","sons","region","literacy"
45,"22to25",278,4,4,4,"lt10k","yes"
43,"18to20",281,2,2,1,"lt10k","yes"
36,"20to22",185,3,3,2,"lt10k","yes"
27,"20to22",86,1,1,1,"lt10k","yes"
23,"18to20",55,1,1,1,"lt10k","yes"
42,"25to30",206,1,1,1,"lt10k","no"
38,"15to18",257,1,1,1,"lt10k","yes"
17,"15to18",9,2,1,0,"lt10k","yes"
39,"20to22",226,2,2,0,"lt10k","yes"
44,"18to20",300,2,2,1,"lt10k","no"
25,"20to22",53,1,1,1,"lt10k","yes"
47,"18to20",299,1,1,0,"lt10k","no"
47,"25to30",221,2,2,1,"lt10k","yes"
48,"25to30",267,3,3,2,"lt10k","yes"
35,"18to20",202,2,2,1,"lt10k","yes"
42,"20to22",259,2,2,1,"lt10k","yes"
24,"20to22",39,1,1,0,"lt10k","yes"
40,"22to25",194,1,1,1,"lt10k","no"
28,"20to22",106,0,0,0,"lt10k","yes"
21,"18to20",25,1,1,1,"lt10k","yes"
27,"15to18",93,3,3,2,"lt10k","yes"
30,"15to18",160,4,4,2,"lt10k","no"
46,"20to22",323,7,7,4,"lt10k","no"
48,"25to30",221,2,2,2,"lt10k","no"
27,"18to20",95,2,1,1,"lt10k","yes"
49,"22to25",327,6,6,4,"lt10k","yes"
34,"25to30",93,1,1,0,"lt10k","yes"
32,"22to25",121,2,2,2,"lt10k","yes"
40,"20to22",224,2,2,1,"lt10k","yes"
31,"22to25",113,1,1,1,"lt10k","yes"
33,"18to20",167,3,3,2,"lt10k","yes"
34,"18to20",188,4,4,2,"lt10k","yes"
17,"15to18",7,0,0,0,"lt10k","yes"
36,"22to25",153,1,1,0,"lt10k","yes"
34,"20to22",158,3,3,1,"lt10k","yes"
30,"20to22",98,2,2,2,"lt10k","yes"
30,"20to22",112,2,2,2,"lt10k","yes"
37,"22to25",152,2,2,2,"lt10k","yes"
36,"15to18",233,4,4,2,"lt10k","yes"
40,"25to30",166,3,3,1,"lt10k","no"
27,"20to22",84,3,2,2,"lt10k","no"
46,"18to20",334,4,4,0,"lt10k","yes"
34,"22to25",134,3,3,2,"lt10k","yes"
32,"18to20",154,5,5,1,"lt10k","yes"
30,"20to22",110,4,4,1,"lt10k","yes"
35,"25to30",125,3,3,2,"lt10k","yes"
31,"22to25",94,2,2,1,"lt10k","yes"
42,"22to25",227,5,5,3,"lt10k","no"
27,"20to22",77,2,2,0,"lt10k","yes"
38,"20to22",214,1,1,1,"lt10k","yes"
43,"18to20",287,3,3,2,"lt10k","yes"
25,"18to20",65,1,1,1,"lt10k","yes"
30,"20to22",108,2,2,1,"lt10k","yes"
41,"25to30",172,1,1,1,"lt10k","yes"
48,"25to30",238,1,1,1,"lt10k","yes"
27,"22to25",41,1,1,1,"lt10k","yes"
43,"25to30",191,3,3,2,"lt10k","no"
42,"25to30",169,1,1,0,"lt10k","yes"
38,"22to25",184,2,2,1,"lt10k","yes"
43,"18to20",303,1,1,0,"lt10k","yes"
24,"18to20",57,2,2,1,"lt10k","yes"
38,"20to22",217,3,3,2,"lt10k","yes"
34,"18to20",187,0,0,0,"lt10k","yes"
48,"20to22",339,1,1,0,"lt10k","yes"
48,"25to30",273,3,3,3,"lt10k","yes"
36,"20to22",190,0,0,0,"lt10k","yes"
35,"25to30",115,2,2,2,"lt10k","yes"
35,"20to22",171,2,2,2,"lt10k","yes"
23,"15to18",80,2,2,0,"lt10k","yes"
41,"25to30",62,1,1,0,"lt10k","yes"
42,"25to30",197,2,2,1,"lt10k","yes"
24,"20to22",31,1,1,1,"lt10k","yes"
24,"18to20",54,1,1,1,"lt10k","yes"
39,"20to22",214,2,2,1,"lt10k","yes"
39,"20to22",229,7,7,4,"lt10k","yes"
47,"22to25",293,7,7,2,"lt10k","yes"
24,"22to25",27,1,1,0,"lt10k","yes"
38,"20to22",223,4,4,2,"lt10k","yes"
22,"22to25",1,1,0,0,"lt10k","yes"
28,"22to25",64,1,1,0,"lt10k","yes"
46,"20to22",292,9,9,3,"lt10k","no"
47,"22to25",308,4,4,2,"lt10k","no"
35,"18to20",187,2,2,2,"lt10k","no"
27,"22to25",60,2,2,1,"lt10k","yes"
27,"20to22",88,1,1,0,"lt10k","yes"
36,"20to22",178,3,3,2,"lt10k","no"
38,"18to20",242,4,4,3,"lt10k","yes"
46,"25to30",230,6,7,4,"lt10k","yes"
36,"30toInf",77,2,2,1,"10-20k","yes"
36,"30toInf",41,2,2,1,"10-20k","yes"
32,"30toInf",18,1,1,1,"10-20k","yes"
28,"22to25",49,1,1,0,"10-20k","yes"
44,"25to30",170,1,1,0,"10-20k","yes"
34,"18to20",191,3,3,0,"10-20k","yes"
20,"15to18",50,2,2,0,"10-20k","yes"
29,"25to30",49,1,1,1,"10-20k","yes"
23,"22to25",11,1,1,1,"10-20k","yes"
29,"22to25",69,1,1,0,"10-20k","yes"
35,"30toInf",40,1,1,1,"10-20k","yes"
42,"18to20",48,2,2,0,"10-20k","yes"
37,"20to22",120,2,3,2,"10-20k","yes"
32,"15to18",187,2,2,1,"10-20k","yes"
22,"20to22",26,1,1,1,"10-20k","yes"
46,"22to25",279,2,2,1,"10-20k","yes"
30,"20to22",128,2,2,1,"10-20k","yes"
40,"22to25",208,2,2,1,"10-20k","yes"
41,"20to22",233,1,1,0,"10-20k","yes"
39,"25to30",164,1,1,1,"10-20k","yes"
31,"15to18",98,2,2,2,"10-20k","yes"
24,"20to22",58,2,2,2,"lt10k","yes"
46,"22to25",241,5,5,2,"lt10k","yes"
24,"20to22",46,1,1,0,"lt10k","yes"
33,"25to30",76,2,2,2,"lt10k","yes"
36,"22to25",149,2,2,0,"lt10k","no"
29,"22to25",61,2,2,2,"lt10k","yes"
39,"25to30",139,3,3,0,"lt10k","yes"
22,"22to25",4,1,0,0,"lt10k","yes"
28,"18to20",106,2,2,1,"lt10k","yes"
27,"22to25",46,1,1,1,"lt10k","yes"
33,"22to25",132,2,2,1,"lt10k","yes"
46,"25to30",246,5,5,5,"lt10k","yes"
37,"18to20",209,5,5,3,"lt10k","yes"
37,"25to30",139,1,1,0,"lt10k","yes"
38,"20to22",201,2,2,1,"lt10k","yes"
34,"22to25",130,2,2,1,"lt10k","yes"
33,"15to18",190,2,2,2,"lt10k","yes"
47,"18to20",349,3,3,3,"lt10k","yes"
35,"15to18",212,2,2,1,"lt10k","yes"
20,"18to20",10,1,1,0,"lt10k","yes"
40,"20to22",191,3,3,0,"lt10k","no"
17,"15to18",22,0,0,0,"lt10k","yes"
29,"22to25",65,2,1,1,"lt10k","yes"
33,"20to22",167,2,2,0,"lt10k","no"
34,"22to25",142,2,2,1,"lt10k","yes"
27,"18to20",113,2,2,0,"lt10k","yes"
34,"20to22",151,3,3,1,"lt10k","yes"
28,"22to25",71,1,1,1,"lt10k","yes"
25,"18to20",88,1,1,0,"lt10k","yes"
35,"15to18",210,2,2,2,"lt10k","yes"
36,"25to30",135,2,2,2,"lt10k","yes"
49,"20to22",336,3,3,3,"lt10k","no"
37,"22to25",177,2,2,1,"lt10k","yes"
32,"22to25",109,2,3,3,"lt10k","yes"
32,"22to25",89,1,1,1,"lt10k","yes"
37,"18to20",233,4,4,3,"lt10k","yes"
30,"20to22",121,3,2,0,"lt10k","yes"
36,"22to25",165,2,2,1,"lt10k","yes"
35,"25to30",120,2,2,1,"lt10k","yes"
29,"22to25",68,2,2,2,"lt10k","yes"
27,"20to22",93,2,1,0,"lt10k","yes"
36,"15to18",225,2,2,0,"lt10k","yes"
37,"20to22",187,1,1,0,"lt10k","yes"
34,"25to30",95,2,2,2,"lt10k","yes"
30,"18to20",144,2,2,0,"lt10k","yes"
46,"20to22",317,4,4,2,"lt10k","no"
43,"20to22",260,4,4,0,"lt10k","yes"
18,"15to18",15,0,0,0,"lt10k","yes"
21,"15to18",42,1,1,1,"lt10k","yes"
36,"22to25",165,2,2,1,"lt10k","yes"
34,"18to20",175,5,5,1,"lt10k","yes"
25,"20to22",64,1,1,0,"lt10k","yes"
36,"25to30",120,2,2,1,"lt10k","yes"
36,"20to22",181,2,2,0,"lt10k","yes"
45,"25to30",210,2,2,2,"lt10k","yes"
48,"22to25",304,2,2,0,"lt10k","yes"
49,"30toInf",206,0,0,0,"lt10k","yes"
48,"22to25",294,3,3,1,"lt10k","yes"
17,"15to18",3,1,0,0,"lt10k","yes"
26,"22to25",46,1,1,1,"lt10k","yes"
46,"15to18",348,1,1,1,"lt10k","yes"
26,"18to20",94,2,2,1,"lt10k","yes"
46,"22to25",251,1,1,1,"lt10k","yes"
39,"20to22",229,2,2,1,"lt10k","yes"
34,"20to22",167,2,2,1,"lt10k","yes"
48,"25to30",281,1,1,1,"lt10k","yes"
40,"18to20",244,3,3,2,"lt10k","yes"
43,"22to25",96,2,2,1,"lt10k","no"
19,"18to20",19,1,1,0,"lt10k","yes"
36,"25to30",137,2,2,2,"lt10k","yes"
27,"20to22",66,1,1,0,"lt10k","yes"
24,"20to22",45,2,1,0,"lt10k","yes"
30,"20to22",129,3,3,2,"lt10k","yes"
27,"22to25",52,2,2,0,"lt10k","yes"
25,"20to22",44,1,1,0,"lt10k","yes"
24,"18to20",73,1,1,1,"lt10k","yes"
47,"25to30",20,1,1,0,"lt10k","yes"
44,"30toInf",172,2,2,0,"lt10k","yes"
27,"20to22",76,2,2,2,"lt10k","yes"
26,"15to18",120,3,3,1,"lt10k","yes"
27,"20to22",69,2,2,1,"lt10k","yes"
30,"20to22",106,1,1,1,"lt10k","yes"
49,"22to25",292,1,1,0,"lt10k","yes"
44,"22to25",267,2,2,1,"lt10k","yes"
22,"18to20",35,1,1,0,"lt10k","yes"
49,"22to25",331,2,2,1,"lt10k","yes"
26,"22to25",53,1,1,0,"lt10k","yes"
32,"18to20",164,2,2,2,"lt10k","yes"
34,"20to22",169,2,2,0,"lt10k","yes"
41,"20to22",252,2,2,2,"lt10k","yes"
24,"20to22",40,2,1,1,"lt10k","yes"
34,"20to22",158,2,2,1,"lt10k","yes"
39,"22to25",205,4,5,3,"lt10k","no"
31,"25to30",47,1,1,0,"lt10k","yes"
46,"22to25",293,2,2,1,"lt10k","yes"
32,"22to25",114,3,3,2,"lt10k","yes"
30,"25to30",41,1,1,0,"lt10k","yes"
45,"30toInf",121,0,0,0,"lt10k","yes"
24,"20to22",36,0,0,0,"lt10k","yes"
34,"15to18",210,2,2,1,"lt10k","yes"
40,"18to20",257,2,2,1,"lt10k","yes"
40,"22to25",208,4,4,2,"lt10k","yes"
32,"20to22",141,3,3,2,"lt10k","yes"
39,"22to25",189,1,0,0,"lt10k","yes"
45,"18to20",307,2,2,1,"lt10k","yes"
49,"25to30",273,3,3,1,"lt10k","yes"
43,"22to25",235,3,3,1,"lt10k","yes"
30,"22to25",74,2,3,1,"lt10k","yes"
29,"20to22",93,2,2,2,"lt10k","yes"
38,"25to30",128,2,2,2,"lt10k","yes"
43,"25to30",165,2,2,2,"lt10k","yes"
45,"22to25",246,2,2,2,"lt10k","yes"
36,"22to25",163,2,2,1,"lt10k","yes"
43,"20to22",284,1,1,1,"lt10k","yes"
29,"20to22",91,2,2,1,"lt10k","yes"
27,"25to30",15,1,1,0,"lt10k","yes"
28,"18to20",114,2,2,1,"lt10k","yes"
34,"22to25",143,2,2,2,"lt10k","yes"
28,"18to20",119,2,2,2,"lt10k","yes"
29,"22to25",23,0,0,0,"lt10k","yes"
36,"18to20",222,4,4,2,"lt10k","yes"
30,"15to18",95,2,2,2,"lt10k","yes"
28,"18to20",110,3,3,0,"lt10k","yes"
48,"18to20",364,2,2,1,"lt10k","yes"
30,"20to22",121,2,2,1,"lt10k","yes"
27,"20to22",82,1,1,1,"lt10k","yes"
23,"20to22",38,1,1,1,"lt10k","yes"
29,"15to18",171,3,4,3,"lt10k","yes"
24,"20to22",45,1,1,0,"lt10k","yes"
48,"15to18",372,2,2,1,"lt10k","yes"
22,"20to22",11,1,0,0,"lt10k","yes"
35,"22to25",132,1,1,1,"lt10k","yes"
19,"15to18",31,2,1,1,"lt10k","yes"
21,"20to22",11,0,0,0,"lt10k","yes"
30,"22to25",104,1,1,0,"lt10k","yes"
32,"22to25",101,3,3,0,"lt10k","yes"
31,"18to20",137,2,2,0,"lt10k","yes"
29,"20to22",103,2,2,1,"lt10k","yes"
33,"20to22",150,2,2,1,"lt10k","yes"
28,"20to22",86,1,1,1,"lt10k","yes"
42,"18to20",188,1,1,0,"lt10k","yes"
28,"22to25",74,1,1,1,"lt10k","yes"
23,"18to20",59,1,1,1,"lt10k","yes"
30,"22to25",94,2,2,1,"lt10k","yes"
28,"15to18",128,1,1,0,"lt10k","yes"
24,"18to20",57,1,1,1,"lt10k","yes"
27,"15to18",143,2,2,2,"lt10k","yes"
21,"18to20",19,1,1,0,"lt10k","yes"
29,"22to25",75,2,2,1,"lt10k","yes"
39,"25to30",126,1,1,0,"lt10k","no"
20,"15to18",54,1,1,1,"lt10k","yes"
20,"15to18",46,1,1,0,"lt10k","yes"
35,"22to25",129,1,1,0,"lt10k","yes"
49,"30toInf",140,1,1,1,"lt10k","yes"
38,"22to25",188,3,3,1,"lt10k","yes"
24,"22to25",18,1,1,0,"lt10k","yes"
49,"25to30",277,4,4,2,"lt10k","yes"
46,"22to25",278,2,2,1,"lt10k","yes"
26,"22to25",53,1,1,1,"lt10k","yes"
29,"25to30",37,1,1,0,"lt10k","yes"
49,"22to25",216,7,7,3,"lt10k","no"
21,"15to18",51,2,2,2,"lt10k","yes"
32,"22to25",103,1,1,0,"lt10k","yes"
32,"18to20",155,2,2,1,"lt10k","yes"
29,"20to22",94,1,1,1,"lt10k","yes"
41,"22to25",222,2,2,2,"lt10k","yes"
44,"15to18",330,2,2,1,"lt10k","yes"
44,"22to25",269,2,2,1,"lt10k","no"
24,"20to22",30,1,1,0,"lt10k","yes"
38,"22to25",174,1,1,1,"lt10k","yes"
25,"20to22",51,1,1,1,"lt10k","yes"
48,"20to22",331,4,4,2,"lt10k","yes"
39,"20to22",226,3,3,3,"lt10k","yes"
41,"22to25",211,4,4,1,"lt10k","yes"
39,"25to30",125,1,1,1,"lt10k","yes"
28,"20to22",89,2,2,1,"lt10k","yes"
34,"22to25",127,1,1,1,"lt10k","yes"
25,"22to25",8,1,1,0,"lt10k","yes"
47,"0to15",395,5,5,2,"lt10k","no"
43,"20to22",265,4,4,2,"lt10k","no"
37,"22to25",173,1,1,0,"lt10k","yes"
24,"18to20",68,1,1,0,"lt10k","yes"
43,"20to22",265,2,2,2,"lt10k","yes"
47,"25to30",241,1,1,0,"lt10k","no"
43,"22to25",245,1,1,0,"lt10k","no"
43,"20to22",277,2,2,2,"lt10k","no"
22,"20to22",9,1,0,0,"lt10k","yes"
48,"22to25",305,1,1,0,"lt10k","no"
24,"22to25",3,1,0,0,"lt10k","yes"
42,"20to22",248,2,2,1,"lt10k","yes"
49,"22to25",327,3,3,2,"lt10k","yes"
21,"20to22",5,1,0,0,"lt10k","yes"
49,"30toInf",217,2,2,0,"lt10k","yes"
27,"22to25",30,2,1,1,"lt10k","yes"
36,"15to18",249,6,6,3,"lt10k","yes"
30,"22to25",75,2,2,2,"lt10k","yes"
34,"25to30",112,2,2,2,"lt10k","yes"
33,"25to30",85,3,3,0,"lt10k","yes"
42,"15to18",294,4,4,1,"lt10k","no"
22,"15to18",71,2,2,2,"lt10k","yes"
41,"18to20",277,3,3,2,"lt10k","yes"
43,"22to25",230,2,2,2,"lt10k","no"
22,"22to25",9,0,0,0,"lt10k","yes"
41,"22to25",215,0,0,0,"lt10k","yes"
40,"0to15",302,5,5,3,"lt10k","no"
49,"20to22",300,2,2,2,"lt10k","yes"
23,"15to18",76,1,1,1,"lt10k","yes"
33,"18to20",177,3,3,2,"lt10k","yes"
47,"30toInf",125,1,1,0,"lt10k","yes"
39,"22to25",206,3,3,0,"lt10k","yes"
46,"22to25",186,2,2,1,"lt10k","no"
48,"30toInf",30,1,1,0,"lt10k","no"
27,"15to18",111,3,3,1,"lt10k","yes"
37,"20to22",207,1,1,1,"lt10k","yes"
23,"18to20",47,1,1,1,"lt10k","yes"
32,"20to22",134,3,3,2,"lt10k","yes"
31,"25to30",76,2,1,0,"lt10k","no"
37,"20to22",207,3,3,2,"lt10k","yes"
35,"20to22",81,1,1,1,"lt10k","yes"
47,"15to18",367,3,3,2,"lt10k","yes"
25,"15to18",107,3,2,2,"lt10k","yes"
28,"18to20",110,1,1,1,"lt10k","yes"
30,"22to25",96,3,3,1,"lt10k","yes"
27,"20to22",83,2,2,1,"lt10k","yes"
32,"22to25",121,0,0,0,"lt10k","yes"
40,"22to25",222,3,3,1,"lt10k","yes"
48,"22to25",297,2,2,2,"lt10k","yes"
31,"22to25",106,2,2,1,"lt10k","no"
29,"18to20",125,4,4,4,"lt10k","yes"
41,"25to30",163,1,1,0,"lt10k","no"
32,"22to25",109,1,1,1,"lt10k","yes"
21,"20to22",11,1,1,0,"lt10k","yes"
34,"22to25",146,2,2,1,"lt10k","yes"
37,"22to25",145,1,1,0,"lt10k","yes"
21,"20to22",6,0,0,0,"lt10k","yes"
33,"22to25",133,1,1,1,"lt10k","yes"
43,"22to25",227,2,2,1,"lt10k","yes"
44,"20to22",285,2,2,1,"lt10k","yes"
32,"22to25",122,1,1,1,"lt10k","yes"
33,"20to22",149,3,3,1,"lt10k","yes"
30,"15to18",137,1,1,1,"lt10k","yes"
44,"25to30",195,1,1,1,"10-20k","yes"
43,"25to30",224,2,2,1,"10-20k","yes"
47,"25to30",255,2,2,1,"10-20k","yes"
18,"18to20",3,0,0,0,"10-20k","yes"
27,"22to25",42,1,1,1,"lt10k","yes"
37,"22to25",174,6,6,3,"lt10k","yes"
35,"18to20",203,2,2,1,"lt10k","yes"
27,"22to25",55,2,2,2,"lt10k","yes"
45,"20to22",278,5,6,3,"lt10k","yes"
28,"22to25",54,2,2,2,"lt10k","yes"
26,"20to22",79,3,4,2,"lt10k","yes"
44,"22to25",90,3,3,2,"lt10k","yes"
42,"30toInf",140,4,4,3,"lt10k","yes"
26,"22to25",44,1,1,0,"lt10k","yes"
30,"22to25",90,2,2,1,"lt10k","yes"
46,"15to18",352,5,5,4,"lt10k","yes"
37,"25to30",124,2,2,1,"lt10k","yes"
49,"20to22",352,2,2,0,"lt10k","yes"
18,"0to15",49,2,1,1,"lt10k","yes"
41,"18to20",260,2,2,1,"10-20k","yes"
42,"20to22",251,1,1,0,"10-20k","no"
32,"22to25",34,2,2,1,"10-20k","yes"
29,"22to25",61,1,1,1,"10-20k","yes"
42,"25to30",173,2,2,1,"10-20k","yes"
30,"20to22",107,2,2,1,"10-20k","yes"
30,"22to25",91,1,1,0,"10-20k","yes"
33,"18to20",178,5,5,2,"10-20k","yes"
46,"20to22",298,4,4,2,"10-20k","yes"
34,"30toInf",32,1,1,0,"10-20k","yes"
46,"30toInf",65,0,0,0,"10-20k","yes"
37,"30toInf",76,2,2,1,"10-20k","yes"
30,"15to18",169,3,3,2,"10-20k","yes"
22,"20to22",13,0,0,0,"10-20k","yes"
37,"20to22",205,2,2,2,"10-20k","yes"
42,"22to25",236,2,2,2,"10-20k","yes"
49,"18to20",378,0,0,0,"10-20k","yes"
45,"30toInf",152,0,0,0,"10-20k","no"
37,"20to22",203,4,4,1,"10-20k","no"
25,"22to25",19,1,1,1,"10-20k","yes"
24,"18to20",66,1,1,1,"10-20k","yes"
23,"20to22",31,1,1,1,"lt10k","yes"
47,"22to25",287,3,3,3,"lt10k","yes"
24,"20to22",35,1,1,1,"lt10k","yes"
25,"22to25",19,1,1,0,"lt10k","yes"
42,"25to30",199,1,1,1,"lt10k","yes"
39,"22to25",196,2,2,1,"lt10k","yes"
22,"18to20",32,2,2,0,"lt10k","yes"
22,"18to20",35,1,1,1,"lt10k","yes"
33,"22to25",121,3,3,1,"lt10k","yes"
38,"22to25",167,2,2,1,"lt10k","no"
33,"18to20",169,2,2,2,"lt10k","yes"
36,"25to30",136,4,4,1,"lt10k","yes"
28,"25to30",33,1,1,0,"lt10k","yes"
24,"20to22",50,1,1,0,"lt10k","yes"
35,"22to25",155,3,3,1,"lt10k","yes"
24,"20to22",45,0,0,0,"lt10k","yes"
40,"20to22",237,2,2,2,"lt10k","no"
35,"18to20",205,2,2,1,"lt10k","yes"
44,"22to25",243,3,3,1,"lt10k","yes"
37,"25to30",152,2,3,2,"lt10k","yes"
49,"20to22",348,2,2,1,"lt10k","yes"
29,"22to25",80,2,2,0,"lt10k","yes"
39,"22to25",191,1,1,1,"lt10k","yes"
25,"18to20",64,1,0,0,"lt10k","yes"
28,"25to30",32,1,1,1,"lt10k","yes"
48,"30toInf",100,0,0,0,"lt10k","yes"
26,"22to25",37,0,0,0,"lt10k","yes"
32,"25to30",51,0,0,0,"lt10k","yes"
28,"25to30",11,1,0,0,"lt10k","yes"
26,"22to25",30,1,1,0,"lt10k","yes"
28,"22to25",67,1,1,1,"lt10k","yes"
26,"25to30",19,0,0,0,"lt10k","yes"
32,"22to25",114,2,2,1,"lt10k","yes"
22,"20to22",26,1,0,0,"lt10k","yes"
26,"22to25",20,0,0,0,"lt10k","yes"
40,"25to30",189,3,3,2,"lt10k","yes"
39,"25to30",167,3,4,2,"lt10k","yes"
43,"22to25",244,2,2,1,"lt10k","yes"
20,"18to20",10,0,0,0,"lt10k","yes"
33,"20to22",155,2,2,1,"lt10k","yes"
38,"15to18",257,5,5,0,"lt10k","yes"
28,"18to20",117,2,2,2,"lt10k","yes"
35,"20to22",186,2,2,1,"lt10k","yes"
43,"18to20",281,4,4,3,"lt10k","no"
30,"20to22",114,1,1,1,"lt10k","yes"
22,"20to22",30,1,1,1,"lt10k","yes"
28,"22to25",65,3,3,1,"lt10k","yes"
25,"18to20",77,1,1,1,"lt10k","yes"
21,"20to22",10,1,1,1,"lt10k","yes"
33,"18to20",186,2,2,2,"lt10k","yes"
22,"20to22",18,1,1,0,"lt10k","yes"
42,"22to25",233,7,7,3,"lt10k","no"
44,"20to22",293,2,2,1,"lt10k","no"
49,"15to18",386,3,3,2,"lt10k","yes"
30,"25to30",58,2,2,2,"lt10k","yes"
37,"22to25",172,3,3,2,"lt10k","yes"
47,"30toInf",161,1,1,1,"lt10k","yes"
49,"25to30",293,1,1,1,"lt10k","no"
30,"20to22",102,2,2,2,"lt10k","yes"
47,"25to30",235,4,4,1,"lt10k","no"
37,"20to22",195,2,2,0,"lt10k","yes"
38,"22to25",187,2,2,1,"lt10k","yes"
30,"25to30",42,1,1,0,"lt10k","yes"
39,"20to22",144,3,3,2,"lt10k","yes"
32,"20to22",125,2,2,2,"lt10k","yes"
38,"20to22",209,3,3,1,"lt10k","yes"
35,"20to22",185,2,2,1,"lt10k","yes"
47,"15to18",365,3,3,2,"lt10k","yes"
45,"25to30",233,2,2,1,"lt10k","yes"
36,"20to22",185,3,3,1,"lt10k","yes"
36,"22to25",174,2,2,0,"lt10k","yes"
31,"18to20",161,2,2,1,"lt10k","yes"
38,"25to30",144,1,1,1,"lt10k","yes"
22,"20to22",22,1,1,1,"lt10k","yes"
37,"25to30",120,3,4,4,"lt10k","yes"
35,"25to30",93,4,4,3,"lt10k","yes"
37,"22to25",180,2,2,1,"lt10k","yes"
26,"18to20",88,2,2,1,"lt10k","yes"
31,"20to22",131,2,2,1,"lt10k","yes"
32,"20to22",141,2,2,0,"lt10k","yes"
30,"22to25",78,1,1,1,"lt10k","yes"
48,"22to25",291,4,4,4,"lt10k","no"
36,"22to25",165,3,3,2,"lt10k","yes"
42,"20to22",256,2,2,0,"lt10k","yes"
45,"25to30",236,1,1,1,"lt10k","no"
47,"20to22",308,3,3,3,"lt10k","no"
41,"25to30",148,3,3,1,"lt10k","no"
47,"20to22",314,8,8,2,"lt10k","no"
40,"18to20",248,2,2,1,"lt10k","no"
32,"25to30",70,3,2,1,"lt10k","yes"
44,"30toInf",85,0,0,0,"lt10k","no"
29,"18to20",133,2,2,0,"10-20k","yes"
29,"18to20",116,1,1,1,"10-20k","yes"
49,"20to22",342,2,2,2,"10-20k","yes"
47,"30toInf",144,2,2,0,"10-20k","yes"
38,"25to30",154,2,2,1,"10-20k","yes"
39,"20to22",214,4,4,1,"10-20k","yes"
37,"25to30",22,1,1,1,"10-20k","yes"
32,"22to25",114,2,2,1,"10-20k","yes"
40,"20to22",241,0,0,0,"10-20k","yes"
38,"20to22",164,2,2,2,"10-20k","yes"
48,"30toInf",224,6,6,3,"10-20k","yes"
33,"20to22",155,4,4,1,"10-20k","yes"
34,"20to22",172,2,2,0,"10-20k","yes"
37,"22to25",168,2,2,0,"10-20k","yes"
46,"20to22",296,2,2,1,"10-20k","yes"
39,"20to22",230,2,2,1,"10-20k","yes"
42,"25to30",193,2,2,1,"10-20k","yes"
31,"22to25",119,2,2,1,"10-20k","yes"
40,"25to30",165,3,3,1,"10-20k","yes"
45,"25to30",237,2,2,0,"10-20k","yes"
47,"20to22",325,2,2,1,"lt10k","no"
45,"20to22",280,1,1,0,"lt10k","yes"
48,"22to25",314,1,1,0,"lt10k","yes"
25,"18to20",81,2,2,0,"lt10k","yes"
44,"22to25",268,2,2,1,"lt10k","yes"
42,"18to20",280,1,1,1,"lt10k","yes"
43,"25to30",206,2,2,1,"lt10k","no"
46,"20to22",307,2,2,2,"lt10k","yes"
42,"22to25",232,2,2,1,"lt10k","yes"
21,"15to18",55,1,1,0,"lt10k","yes"
45,"20to22",291,2,2,1,"lt10k","yes"
36,"22to25",168,4,4,3,"lt10k","yes"
23,"18to20",55,1,1,0,"lt10k","yes"
47,"20to22",318,1,1,1,"lt10k","no"
45,"22to25",159,2,2,1,"lt10k","no"
45,"18to20",328,1,1,0,"lt10k","no"
23,"20to22",32,1,1,0,"20k+","yes"
29,"22to25",84,1,1,0,"20k+","yes"
38,"18to20",232,1,1,0,"20k+","yes"
30,"25to30",34,1,1,0,"20k+","yes"
33,"18to20",180,2,2,0,"20k+","yes"
40,"20to22",239,3,3,2,"20k+","yes"
49,"30toInf",192,0,0,0,"20k+","no"
38,"22to25",176,2,2,1,"lt10k","yes"
31,"25to30",46,3,3,3,"lt10k","yes"
42,"22to25",232,2,2,2,"lt10k","yes"
32,"18to20",166,4,4,0,"lt10k","yes"
34,"18to20",178,2,2,1,"lt10k","yes"
35,"15to18",219,3,3,3,"lt10k","yes"
34,"18to20",179,3,3,2,"lt10k","yes"
49,"15to18",383,3,3,2,"lt10k","yes"
32,"22to25",96,1,1,0,"lt10k","yes"
37,"22to25",162,2,2,1,"lt10k","yes"
32,"20to22",129,3,3,1,"lt10k","yes"
41,"22to25",215,0,0,0,"lt10k","yes"
41,"20to22",245,3,3,0,"lt10k","yes"
42,"25to30",201,2,2,2,"lt10k","yes"
25,"22to25",33,1,1,1,"lt10k","yes"
44,"0to15",355,1,1,1,"lt10k","yes"
47,"20to22",317,3,3,2,"lt10k","yes"
41,"22to25",210,6,6,5,"lt10k","yes"
47,"15to18",357,6,6,5,"lt10k","no"
46,"20to22",294,2,2,1,"lt10k","yes"
21,"18to20",30,1,1,0,"lt10k","yes"
28,"20to22",97,2,2,1,"lt10k","no"
42,"20to22",261,7,7,6,"lt10k","no"
23,"20to22",34,1,1,0,"lt10k","yes"
18,"15to18",31,1,1,0,"lt10k","yes"
28,"22to25",73,1,1,0,"lt10k","yes"
25,"18to20",82,2,2,1,"lt10k","yes"
18,"15to18",22,1,1,0,"lt10k","yes"
33,"22to25",103,1,1,1,"lt10k","yes"
28,"25to30",29,1,1,1,"lt10k","yes"
38,"18to20",229,1,1,1,"lt10k","yes"
45,"15to18",333,3,3,0,"lt10k","no"
44,"18to20",303,1,1,1,"lt10k","no"
28,"15to18",129,2,2,1,"lt10k","yes"
47,"20to22",327,3,3,3,"lt10k","no"
48,"20to22",315,4,4,3,"lt10k","no"
